employee_id,job_role,years_experience,education_level,country,industry,company_size,remote_work_type,team_size,salary_usd_k,primary_ai_tool,ai_tools_used_per_day,hours_with_ai_assistance_daily,ai_replaces_my_tasks_pct,ai_adoption_stage,weekly_ai_upskilling_hrs,productivity_score,burnout_score,job_satisfaction_1_5,fear_of_ai_replacement,attrition_risk
EMP0369,Cloud Architect,10,PhD,Netherlands,EdTech,Large (1000-5000),Hybrid,9,207,GitHub Copilot,3,7.6,16,AI-First,4.3,72,64,3.1,Low,Medium
EMP0370,Frontend Engineer,12,Bootcamp,Germany,Automotive,Startup (<50),Hybrid,39,94,Gemini,5,7.1,24,AI-First,6.9,64,35,3.9,Low,Low
EMP0371,AI Researcher,17,Master,Singapore,Media,Startup (<50),On-site,14,247,Gemini,3,2.1,38,AI-First,5.7,47,43,3.3,High,Medium
EMP0372,Backend Engineer,8,PhD,Australia,Automotive,Large (1000-5000),Fully Remote,13,193,GitHub Copilot,2,5.3,57,AI-First,4.3,52,50,4.0,High,Medium
EMP0373,Software Engineer,11,Self-taught,USA,E-commerce,Mid (200-1000),Fully Remote,36,210,Claude,4,6.2,68,Optimizing,8.2,57,72,1.3,Low,Medium
EMP0374,AI Researcher,3,Bootcamp,USA,Consulting,Small (50-200),Hybrid,39,98,Cursor,1,7.9,27,AI-First,7.9,46,52,3.3,Medium,Medium
EMP0375,Data Scientist,6,PhD,Brazil,Automotive,Startup (<50),Fully Remote,44,90,Midjourney,7,1.9,31,AI-First,7.3,56,47,4.0,Low,Low
EMP0376,Cloud Architect,9,PhD,France,Healthtech,Small (50-200),Hybrid,37,146,Cursor,6,6.2,21,Optimizing,0.8,63,60,3.1,Medium,Low
EMP0377,Software Engineer,6,PhD,Australia,Healthtech,Large (1000-5000),Fully Remote,48,182,Cursor,4,3.0,52,Experimenting,8.0,48,42,4.3,High,Medium
EMP0378,DevOps Engineer,9,Bachelor,France,Consulting,Mid (200-1000),Hybrid,3,47,ChatGPT,2,1.8,25,Experimenting,9.2,42,36,3.6,Low,Low
EMP0379,AI Researcher,7,Bootcamp,Singapore,Cybersecurity,Mid (200-1000),Hybrid,16,133,Gemini,1,3.7,54,Optimizing,0.6,35,64,2.8,High,High
EMP0380,Data Analyst,9,PhD,Netherlands,Healthtech,Mid (200-1000),Hybrid,35,181,Midjourney,3,6.5,44,Integrating,4.0,60,47,4.0,High,Medium
EMP0381,Software Engineer,18,Bootcamp,Australia,Automotive,Large (1000-5000),Hybrid,40,136,Cursor,5,4.0,7,Optimizing,9.9,63,36,4.2,High,Low
EMP0382,Data Scientist,12,PhD,Germany,SaaS,Enterprise (5000+),Hybrid,27,46,Midjourney,5,4.5,21,Integrating,6.0,56,32,5.0,Low,Low
EMP0383,ML Engineer,8,Self-taught,Netherlands,Healthtech,Enterprise (5000+),Fully Remote,49,57,Cursor,7,8.0,65,Integrating,5.1,73,76,2.5,Low,Medium
EMP0384,Frontend Engineer,8,Self-taught,Brazil,Media,Small (50-200),Fully Remote,6,51,Gemini,4,3.5,54,Optimizing,1.8,48,48,3.5,Low,Low
EMP0385,AI Ethics Officer,18,Self-taught,France,Cybersecurity,Enterprise (5000+),Fully Remote,49,41,Cursor,3,5.1,10,AI-First,5.7,59,46,3.2,Medium,Low
EMP0386,Product Manager,15,Master,France,Automotive,Enterprise (5000+),Hybrid,26,217,GitHub Copilot,7,3.2,32,Experimenting,4.4,64,51,3.2,Medium,Medium
EMP0387,AI Ethics Officer,7,PhD,Netherlands,Fintech,Mid (200-1000),Fully Remote,35,132,Gemini,6,3.4,76,AI-First,1.3,54,53,3.8,Low,Low
EMP0388,Data Scientist,11,Master,USA,Gaming,Mid (200-1000),Hybrid,48,188,Midjourney,6,5.7,59,Optimizing,4.6,57,43,3.6,High,Medium
EMP0389,Backend Engineer,16,Bootcamp,France,Fintech,Small (50-200),Fully Remote,5,46,Perplexity,7,7.5,62,Integrating,1.6,58,61,2.6,Low,Medium
EMP0390,Backend Engineer,4,Master,Brazil,E-commerce,Startup (<50),Hybrid,35,51,Claude,2,4.6,49,Integrating,7.3,56,52,3.1,Low,Low
EMP0391,ML Engineer,6,Bootcamp,Germany,Gaming,Small (50-200),On-site,28,123,Cursor,5,6.3,76,Experimenting,9.7,65,64,2.8,Medium,Medium
EMP0392,Product Manager,3,Bootcamp,India,E-commerce,Small (50-200),Fully Remote,43,96,GitHub Copilot,3,1.2,23,Experimenting,4.7,51,38,3.4,Low,Low
EMP0393,Data Analyst,9,Bootcamp,Germany,Gaming,Large (1000-5000),Fully Remote,30,117,Gemini,4,2.1,33,Integrating,6.3,50,40,3.4,Low,Low
EMP0394,ML Engineer,10,Master,Germany,Gaming,Large (1000-5000),Fully Remote,6,113,ChatGPT,1,4.3,27,Experimenting,4.3,53,42,3.1,Medium,Low
EMP0395,Prompt Engineer,14,PhD,France,SaaS,Small (50-200),Hybrid,19,62,Perplexity,4,0.7,36,Experimenting,1.4,41,44,3.3,High,Medium
EMP0396,AI Ethics Officer,11,Master,UK,EdTech,Small (50-200),Hybrid,5,69,Perplexity,4,2.4,14,Optimizing,9.7,58,32,4.5,High,Low
EMP0397,ML Engineer,18,PhD,USA,Media,Small (50-200),Fully Remote,2,150,Gemini,3,4.4,53,Integrating,1.3,71,53,3.3,Medium,Low
EMP0398,AI Ethics Officer,12,PhD,France,Fintech,Enterprise (5000+),Hybrid,21,97,Notion AI,5,0.6,69,Optimizing,1.1,52,47,4.7,Medium,Low
EMP0399,Software Engineer,12,Bootcamp,USA,Healthtech,Large (1000-5000),Fully Remote,7,134,Perplexity,3,2.5,33,Experimenting,4.6,54,47,3.1,Medium,Low
EMP0400,Backend Engineer,13,Master,Singapore,Automotive,Small (50-200),Hybrid,21,91,Midjourney,1,4.4,63,Optimizing,6.6,62,66,3.0,Low,Medium
EMP0401,Software Engineer,13,PhD,UK,Cybersecurity,Mid (200-1000),Hybrid,21,95,Midjourney,7,4.8,49,AI-First,3.5,71,63,3.0,Medium,Medium
EMP0402,Frontend Engineer,19,Self-taught,France,Media,Mid (200-1000),Hybrid,47,49,ChatGPT,3,7.4,71,Integrating,1.9,56,76,2.8,Medium,Medium
EMP0403,Prompt Engineer,19,PhD,Canada,E-commerce,Enterprise (5000+),Fully Remote,28,186,GitHub Copilot,2,5.3,55,AI-First,8.2,53,54,2.9,Medium,Medium
EMP0404,Product Manager,14,Self-taught,Germany,SaaS,Enterprise (5000+),On-site,27,186,Midjourney,4,3.6,15,Optimizing,3.6,45,39,3.5,Medium,Low
EMP0405,Data Analyst,4,Master,Singapore,E-commerce,Startup (<50),Hybrid,33,147,GitHub Copilot,5,7.5,10,Optimizing,1.9,64,37,4.0,Medium,Low
EMP0406,AI Ethics Officer,13,Master,UK,EdTech,Startup (<50),Fully Remote,11,126,GitHub Copilot,6,6.4,71,Optimizing,3.7,48,61,2.7,Medium,Medium
EMP0407,Data Analyst,8,Master,France,Cybersecurity,Startup (<50),Fully Remote,19,226,Gemini,1,2.0,66,Experimenting,2.1,31,51,2.4,High,Medium
EMP0408,AI Ethics Officer,19,PhD,Brazil,SaaS,Enterprise (5000+),Hybrid,42,211,GitHub Copilot,6,1.5,9,Integrating,5.2,72,30,4.7,Low,Low
EMP0409,Data Scientist,12,Bachelor,Netherlands,E-commerce,Enterprise (5000+),On-site,13,226,Cursor,4,5.6,13,Experimenting,6.7,61,40,4.1,High,Medium
EMP0410,ML Engineer,18,PhD,Netherlands,EdTech,Enterprise (5000+),On-site,11,123,Notion AI,3,4.7,32,Experimenting,8.0,64,35,3.6,Low,Low
EMP0411,Frontend Engineer,6,PhD,USA,Automotive,Mid (200-1000),Hybrid,25,43,Midjourney,6,6.4,42,Experimenting,2.3,54,44,3.6,Low,Medium
EMP0412,Backend Engineer,18,Bootcamp,UK,Automotive,Enterprise (5000+),On-site,25,136,Midjourney,2,6.0,47,AI-First,1.7,58,56,3.6,Medium,Low
EMP0413,Cloud Architect,19,Bootcamp,Germany,E-commerce,Mid (200-1000),Fully Remote,39,151,Claude,3,5.2,25,Experimenting,0.2,51,48,4.1,Medium,Low
EMP0414,AI Ethics Officer,5,PhD,Germany,Media,Startup (<50),Fully Remote,47,232,Perplexity,4,7.9,66,AI-First,2.3,54,69,2.8,High,High
EMP0415,Data Analyst,9,Self-taught,India,Cybersecurity,Startup (<50),On-site,26,180,GitHub Copilot,6,4.5,50,Integrating,0.2,71,51,3.0,Medium,Medium
EMP0416,Frontend Engineer,3,Bootcamp,Netherlands,Consulting,Startup (<50),Hybrid,9,106,Claude,7,1.3,74,Experimenting,3.5,62,54,3.9,Medium,Low
EMP0417,DevOps Engineer,10,PhD,Singapore,Media,Small (50-200),Hybrid,15,179,Gemini,1,6.7,42,Integrating,1.5,45,66,2.8,Low,Medium
EMP0418,DevOps Engineer,19,Bachelor,UK,Automotive,Small (50-200),Hybrid,44,132,Claude,6,2.4,53,Experimenting,5.8,48,50,3.3,Low,Low
EMP0419,Software Engineer,3,Self-taught,Germany,Cybersecurity,Large (1000-5000),On-site,32,222,Perplexity,7,6.3,79,AI-First,3.8,67,61,3.1,Medium,Medium
EMP0420,Backend Engineer,15,Master,India,EdTech,Large (1000-5000),Hybrid,25,228,GitHub Copilot,7,7.7,43,Optimizing,0.9,74,48,4.0,Medium,Low
EMP0421,Cloud Architect,1,PhD,UK,SaaS,Large (1000-5000),On-site,17,134,Notion AI,6,5.7,75,Experimenting,4.0,54,70,2.6,Medium,Medium
EMP0422,Data Scientist,7,PhD,Australia,Gaming,Small (50-200),Hybrid,21,80,Perplexity,5,5.0,34,AI-First,2.1,66,36,4.3,Medium,Low
EMP0423,Data Analyst,12,Self-taught,Germany,E-commerce,Small (50-200),Fully Remote,39,203,Midjourney,6,4.0,25,Optimizing,6.8,52,38,3.6,High,Medium
EMP0424,Cloud Architect,17,Bootcamp,Australia,Fintech,Large (1000-5000),On-site,48,41,Notion AI,4,3.2,5,Experimenting,3.6,65,41,3.9,Medium,Low
EMP0425,ML Engineer,5,Bootcamp,UK,Cybersecurity,Large (1000-5000),Fully Remote,16,61,Gemini,7,3.1,36,Optimizing,1.5,64,31,3.5,High,Medium
EMP0426,ML Engineer,4,Bootcamp,Germany,Healthtech,Enterprise (5000+),On-site,15,189,GitHub Copilot,1,5.3,12,Optimizing,3.5,54,39,4.2,Low,Low
EMP0427,Data Analyst,12,Master,Australia,EdTech,Large (1000-5000),Hybrid,13,80,Notion AI,4,6.1,73,Experimenting,2.2,51,65,2.5,Low,Medium
EMP0428,Product Manager,18,Self-taught,Canada,Consulting,Enterprise (5000+),Hybrid,35,134,Notion AI,2,5.6,34,Optimizing,8.0,57,48,3.6,Low,Low
EMP0429,Data Scientist,17,Self-taught,India,Gaming,Mid (200-1000),Hybrid,9,155,Notion AI,3,2.0,12,Experimenting,9.8,50,29,3.3,Low,Low
EMP0430,Frontend Engineer,19,Bootcamp,Singapore,Healthtech,Small (50-200),Fully Remote,20,159,Notion AI,6,4.2,23,Integrating,0.3,57,40,3.7,Medium,Low
EMP0431,AI Ethics Officer,9,Bootcamp,Netherlands,Consulting,Large (1000-5000),Fully Remote,47,53,Notion AI,5,6.4,63,Experimenting,6.9,44,68,2.8,Medium,Medium
EMP0432,Product Manager,4,Bachelor,India,Fintech,Small (50-200),On-site,6,132,Notion AI,1,4.1,59,AI-First,2.6,44,70,2.3,Medium,Medium
EMP0433,AI Ethics Officer,2,Bachelor,Australia,Automotive,Small (50-200),On-site,28,74,Gemini,5,4.5,34,Optimizing,0.7,54,50,3.3,Medium,Low
EMP0434,AI Ethics Officer,4,PhD,Germany,Media,Small (50-200),Fully Remote,42,217,ChatGPT,5,6.3,40,Experimenting,0.1,63,38,3.9,High,Medium
EMP0435,Product Manager,2,PhD,Canada,E-commerce,Mid (200-1000),On-site,14,48,Notion AI,5,5.5,59,Integrating,8.8,65,63,3.2,High,High
EMP0436,Software Engineer,15,Self-taught,Canada,SaaS,Startup (<50),On-site,33,157,GitHub Copilot,6,3.6,48,Experimenting,3.5,55,48,3.5,Low,Low
EMP0437,DevOps Engineer,2,Self-taught,Netherlands,Consulting,Large (1000-5000),Hybrid,32,135,ChatGPT,1,7.2,31,Optimizing,9.9,50,44,4.2,Low,Low
EMP0438,AI Ethics Officer,4,Master,Canada,Gaming,Startup (<50),Fully Remote,42,98,Notion AI,1,1.7,58,Experimenting,4.4,68,44,4.1,Low,Low
EMP0439,Product Manager,6,Master,India,Cybersecurity,Startup (<50),On-site,47,95,Claude,7,8.0,52,Optimizing,1.9,65,55,3.2,Low,Low
EMP0440,Product Manager,7,Bachelor,France,Automotive,Startup (<50),Hybrid,38,49,GitHub Copilot,5,1.4,34,AI-First,7.8,54,31,3.3,Medium,Low
EMP0441,Prompt Engineer,10,PhD,Canada,Cybersecurity,Small (50-200),On-site,3,64,ChatGPT,7,0.6,43,Optimizing,9.3,47,43,3.3,Medium,Low
EMP0442,Cloud Architect,19,Bachelor,Netherlands,Gaming,Enterprise (5000+),On-site,8,212,Cursor,7,7.2,17,Experimenting,8.2,55,64,1.8,Low,Medium
EMP0443,AI Researcher,19,Bachelor,Canada,Cybersecurity,Small (50-200),On-site,49,50,Midjourney,3,2.3,20,Integrating,7.5,47,31,3.9,Medium,Low
EMP0444,Software Engineer,12,PhD,Canada,Consulting,Small (50-200),Hybrid,12,140,Claude,6,6.0,48,Integrating,3.3,81,70,3.4,Medium,Medium
EMP0445,Backend Engineer,3,Master,Brazil,EdTech,Startup (<50),Fully Remote,12,48,GitHub Copilot,6,6.6,75,Optimizing,0.6,53,67,3.2,Low,Medium
EMP0446,AI Researcher,13,PhD,India,Cybersecurity,Small (50-200),Fully Remote,24,174,GitHub Copilot,4,6.9,31,Optimizing,2.0,58,52,3.3,Medium,Medium
EMP0447,Cloud Architect,18,Bootcamp,Australia,Media,Startup (<50),Fully Remote,32,110,Midjourney,7,7.9,49,Integrating,4.5,67,57,2.7,High,High
EMP0448,Cloud Architect,8,Bootcamp,USA,Fintech,Enterprise (5000+),Fully Remote,45,201,Midjourney,6,2.7,39,Integrating,9.6,73,40,3.7,Medium,Low
EMP0449,Cloud Architect,15,Bootcamp,France,SaaS,Large (1000-5000),Hybrid,46,122,Perplexity,5,5.8,32,AI-First,7.2,60,53,4.3,Low,Low
EMP0450,AI Researcher,1,Self-taught,Canada,Consulting,Startup (<50),Hybrid,9,59,Notion AI,2,1.4,11,Experimenting,8.3,48,40,4.4,Low,Low
EMP0451,Data Analyst,3,Master,Singapore,Healthtech,Enterprise (5000+),On-site,33,153,ChatGPT,5,3.6,66,Integrating,2.8,54,37,3.7,Low,Low
EMP0452,DevOps Engineer,8,Master,Canada,Gaming,Large (1000-5000),Fully Remote,49,128,ChatGPT,1,6.9,55,Optimizing,6.8,55,80,1.6,Low,High
EMP0453,Product Manager,4,Self-taught,Brazil,Automotive,Mid (200-1000),Hybrid,22,44,ChatGPT,6,3.3,50,Experimenting,8.6,55,37,4.9,High,Low
EMP0454,DevOps Engineer,16,Bachelor,Australia,Consulting,Startup (<50),Fully Remote,32,151,Perplexity,6,4.9,24,Optimizing,4.8,50,42,3.2,Low,Low
EMP0455,Data Scientist,10,Bootcamp,Singapore,EdTech,Startup (<50),Fully Remote,2,94,Notion AI,4,4.3,42,Optimizing,4.3,52,30,4.3,Low,Low
EMP0456,Data Analyst,12,Bootcamp,France,Automotive,Mid (200-1000),Fully Remote,14,128,Gemini,7,5.3,65,Optimizing,7.2,50,57,2.3,Low,Medium
EMP0457,Backend Engineer,14,Bachelor,Singapore,Media,Mid (200-1000),Hybrid,12,54,Claude,2,7.8,36,Experimenting,5.6,72,52,3.1,High,Medium
EMP0458,DevOps Engineer,14,PhD,India,Gaming,Startup (<50),Fully Remote,30,215,Notion AI,6,0.9,30,Experimenting,9.9,67,36,3.0,Low,Low
EMP0459,ML Engineer,2,PhD,Netherlands,Automotive,Mid (200-1000),Hybrid,5,43,GitHub Copilot,4,4.8,62,Integrating,4.3,74,60,2.4,Low,Medium
EMP0460,Cloud Architect,5,Master,Netherlands,Cybersecurity,Small (50-200),Fully Remote,37,117,Claude,4,7.0,43,Experimenting,1.8,62,54,2.7,Medium,Medium
EMP0461,AI Ethics Officer,5,Self-taught,France,Consulting,Large (1000-5000),On-site,16,159,Midjourney,2,4.1,24,AI-First,4.7,69,49,3.6,Medium,Low
EMP0462,Data Scientist,6,Master,Australia,Fintech,Large (1000-5000),On-site,4,152,Notion AI,5,1.1,54,Optimizing,2.4,63,38,3.7,Low,Low
EMP0463,Software Engineer,13,PhD,Netherlands,Gaming,Large (1000-5000),On-site,30,248,Cursor,5,4.7,56,Integrating,5.6,67,56,4.5,Low,Low
EMP0464,Backend Engineer,9,Bachelor,UK,E-commerce,Small (50-200),On-site,22,60,Claude,5,3.0,26,AI-First,1.3,38,38,4.3,High,Medium
EMP0465,Data Scientist,15,Master,Brazil,Media,Mid (200-1000),On-site,3,247,Claude,3,1.7,57,Optimizing,9.5,46,47,4.0,High,Medium
EMP0466,Cloud Architect,14,Bootcamp,France,SaaS,Enterprise (5000+),On-site,7,176,ChatGPT,7,6.9,70,Integrating,8.6,64,66,3.1,Low,Medium
EMP0467,AI Ethics Officer,7,Bootcamp,France,Gaming,Mid (200-1000),Hybrid,32,105,Midjourney,7,4.4,47,Integrating,1.6,64,48,3.5,Low,Low
EMP0468,Data Analyst,2,Bachelor,USA,EdTech,Startup (<50),Fully Remote,25,146,Claude,5,7.5,27,Experimenting,1.7,59,52,3.9,Low,Low
EMP0469,AI Ethics Officer,7,PhD,USA,Consulting,Large (1000-5000),Fully Remote,41,246,GitHub Copilot,2,6.5,68,AI-First,5.1,58,54,2.0,High,Medium
EMP0470,AI Researcher,6,Bootcamp,India,Cybersecurity,Mid (200-1000),Fully Remote,18,202,ChatGPT,3,5.7,13,Integrating,7.7,60,54,2.9,Medium,Medium
EMP0471,AI Ethics Officer,17,Bootcamp,India,SaaS,Enterprise (5000+),Hybrid,6,151,Perplexity,7,0.5,11,AI-First,2.2,72,40,3.0,High,Medium
EMP0472,AI Researcher,2,Self-taught,USA,SaaS,Startup (<50),Hybrid,3,156,Claude,5,3.7,45,Integrating,0.6,66,51,2.4,Medium,Medium
EMP0473,Data Analyst,3,Master,Netherlands,Media,Small (50-200),On-site,13,218,Midjourney,3,2.0,58,AI-First,5.5,68,49,3.0,High,Medium
EMP0474,Frontend Engineer,5,PhD,Germany,Automotive,Small (50-200),On-site,6,167,Notion AI,2,7.3,69,Experimenting,6.9,66,64,2.3,High,High
EMP0475,Cloud Architect,5,Master,France,EdTech,Enterprise (5000+),Hybrid,43,141,Cursor,5,1.8,6,AI-First,2.4,61,43,4.2,High,Low
EMP0476,AI Researcher,1,PhD,UK,Automotive,Startup (<50),Hybrid,42,117,Notion AI,1,2.6,8,AI-First,7.4,72,42,3.6,Medium,Low
EMP0477,Software Engineer,8,Bootcamp,France,Cybersecurity,Large (1000-5000),On-site,21,76,Notion AI,6,4.4,36,Integrating,9.5,75,58,2.1,Low,Medium
EMP0478,AI Ethics Officer,12,Self-taught,Canada,SaaS,Mid (200-1000),Fully Remote,9,45,GitHub Copilot,2,2.5,6,Optimizing,1.4,45,34,4.0,Medium,Low
EMP0479,AI Ethics Officer,4,Master,Australia,EdTech,Startup (<50),Hybrid,2,121,Cursor,4,2.1,68,Optimizing,5.1,61,58,2.6,Medium,Medium
EMP0480,Software Engineer,13,Bootcamp,Brazil,EdTech,Small (50-200),Fully Remote,7,125,Midjourney,4,5.0,18,AI-First,0.6,39,54,3.2,Medium,Low
EMP0481,ML Engineer,15,PhD,Germany,Healthtech,Enterprise (5000+),Hybrid,12,121,Midjourney,2,1.2,24,Integrating,2.1,37,32,4.1,Low,Low
EMP0482,Product Manager,11,Master,UK,Consulting,Enterprise (5000+),Fully Remote,4,90,Midjourney,4,0.9,53,Integrating,0.9,53,39,3.3,Medium,Low
EMP0483,Frontend Engineer,10,Master,Canada,SaaS,Mid (200-1000),On-site,32,105,Cursor,7,3.3,12,AI-First,4.0,55,42,3.7,Medium,Low
EMP0484,Backend Engineer,3,Bootcamp,India,SaaS,Enterprise (5000+),Hybrid,29,135,Gemini,2,5.9,67,Optimizing,8.2,49,52,3.5,Medium,Medium
EMP0485,AI Researcher,14,Master,UK,EdTech,Enterprise (5000+),Fully Remote,48,184,GitHub Copilot,1,4.7,50,Integrating,5.8,55,39,3.6,Low,Low
EMP0486,Software Engineer,16,Self-taught,USA,Automotive,Startup (<50),Fully Remote,44,104,Midjourney,2,3.7,25,Optimizing,2.2,66,54,2.8,Medium,Medium
EMP0487,Data Analyst,10,Self-taught,France,SaaS,Large (1000-5000),Hybrid,6,48,Gemini,5,4.7,36,Experimenting,0.4,71,60,3.0,Low,Medium
EMP0488,AI Researcher,10,Bootcamp,UK,EdTech,Mid (200-1000),On-site,27,180,ChatGPT,5,3.2,12,Optimizing,5.5,64,30,3.9,High,Medium
EMP0489,Product Manager,12,PhD,Australia,SaaS,Startup (<50),Hybrid,17,140,Gemini,3,7.5,20,Experimenting,1.3,45,39,3.9,Medium,Low
EMP0490,Data Analyst,9,Bootcamp,Singapore,EdTech,Large (1000-5000),Hybrid,32,225,ChatGPT,4,0.9,44,Integrating,3.4,52,39,3.6,Low,Low
EMP0491,Data Scientist,1,Self-taught,India,Healthtech,Startup (<50),Fully Remote,29,197,Cursor,6,5.6,31,Integrating,5.1,68,60,2.4,Low,Medium
EMP0492,Cloud Architect,5,Bachelor,Brazil,Consulting,Startup (<50),Hybrid,8,70,Perplexity,4,7.2,22,Integrating,9.0,49,47,3.3,Medium,Low
EMP0493,AI Ethics Officer,8,Bachelor,Brazil,EdTech,Enterprise (5000+),Hybrid,39,190,Perplexity,7,6.5,39,Integrating,0.8,51,55,3.3,Low,Low
EMP0494,Data Scientist,11,Master,UK,SaaS,Large (1000-5000),Hybrid,10,102,Gemini,2,1.9,56,Integrating,6.7,58,53,3.3,High,Medium
EMP0495,AI Researcher,12,Master,Singapore,Cybersecurity,Mid (200-1000),Fully Remote,40,195,Cursor,6,2.7,19,Integrating,0.1,61,42,3.5,Medium,Low
EMP0496,Product Manager,1,Bachelor,France,Consulting,Mid (200-1000),Hybrid,36,98,Midjourney,6,5.9,67,Experimenting,6.3,59,73,2.3,Low,Medium
EMP0497,Frontend Engineer,11,Self-taught,Canada,Healthtech,Large (1000-5000),Hybrid,44,49,Gemini,4,1.1,57,Optimizing,5.5,69,43,3.3,Medium,Medium
EMP0498,Cloud Architect,5,Master,Germany,EdTech,Enterprise (5000+),On-site,28,128,Gemini,6,6.6,70,Integrating,8.1,72,63,2.7,Low,Medium
EMP0499,AI Researcher,15,Bootcamp,France,Cybersecurity,Small (50-200),On-site,13,163,Midjourney,6,5.9,35,Integrating,5.3,79,54,3.7,High,Medium
EMP0500,Software Engineer,5,Bootcamp,Canada,EdTech,Startup (<50),Hybrid,26,139,ChatGPT,5,6.0,65,Optimizing,3.5,53,61,2.5,Low,Medium
EMP0501,DevOps Engineer,12,Self-taught,Germany,Automotive,Enterprise (5000+),Hybrid,44,129,Midjourney,1,1.3,68,AI-First,2.4,56,43,3.6,High,Medium
EMP0502,AI Researcher,5,Master,Singapore,SaaS,Large (1000-5000),Fully Remote,30,65,GitHub Copilot,2,5.9,38,Optimizing,0.9,54,41,3.0,Medium,Low
EMP0503,Cloud Architect,17,Bootcamp,Germany,Gaming,Startup (<50),On-site,32,116,Perplexity,4,5.6,59,Experimenting,5.3,61,46,3.8,High,Medium
EMP0504,AI Ethics Officer,17,Master,France,Media,Mid (200-1000),Hybrid,35,56,Notion AI,5,6.7,63,Optimizing,8.9,48,68,2.5,Low,Medium
EMP0505,AI Ethics Officer,12,Master,Australia,Fintech,Small (50-200),Fully Remote,34,207,Notion AI,7,0.8,7,AI-First,5.1,49,27,3.7,Low,Low
EMP0506,AI Researcher,15,Bootcamp,UK,Automotive,Mid (200-1000),Fully Remote,28,107,Perplexity,7,0.7,21,Integrating,7.4,63,41,3.7,Medium,Low
EMP0507,Data Analyst,15,Bachelor,Canada,Cybersecurity,Large (1000-5000),On-site,3,62,Gemini,3,3.3,50,AI-First,3.0,47,52,2.0,Medium,Medium
EMP0508,DevOps Engineer,6,Bootcamp,Australia,Automotive,Startup (<50),Fully Remote,15,202,GitHub Copilot,6,1.6,42,Integrating,4.5,71,38,3.1,Low,Low
EMP0509,Software Engineer,12,Self-taught,Canada,E-commerce,Large (1000-5000),Hybrid,14,242,Midjourney,6,4.7,39,Integrating,3.2,46,43,3.7,Medium,Low
EMP0510,AI Researcher,18,PhD,UK,EdTech,Startup (<50),Hybrid,25,243,Perplexity,4,7.4,5,Integrating,1.1,43,47,3.9,Low,Low
EMP0511,Data Analyst,14,Bootcamp,Netherlands,EdTech,Enterprise (5000+),Fully Remote,6,48,Cursor,1,3.4,33,Optimizing,4.2,47,47,3.7,Medium,Low
EMP0512,AI Ethics Officer,2,Master,Germany,Fintech,Small (50-200),Fully Remote,35,246,Midjourney,1,6.8,8,Experimenting,7.6,36,49,3.4,Low,Low
EMP0513,AI Ethics Officer,9,Master,Singapore,Fintech,Enterprise (5000+),On-site,24,84,Claude,4,0.5,65,Experimenting,3.9,74,46,4.7,Low,Low
EMP0514,Product Manager,5,Bootcamp,Netherlands,E-commerce,Enterprise (5000+),On-site,20,204,GitHub Copilot,4,1.8,21,Experimenting,6.5,56,33,4.1,Low,Low
EMP0515,AI Researcher,1,PhD,Netherlands,SaaS,Large (1000-5000),Fully Remote,31,236,Perplexity,5,0.7,32,Integrating,7.6,53,41,3.1,Medium,Low
EMP0516,DevOps Engineer,3,Bootcamp,Brazil,Media,Small (50-200),On-site,44,186,Claude,7,3.0,54,Integrating,3.2,68,63,3.4,Low,Low
EMP0517,ML Engineer,6,PhD,USA,Gaming,Startup (<50),Hybrid,17,114,GitHub Copilot,4,7.3,12,Integrating,8.0,66,33,3.6,High,Medium
EMP0518,DevOps Engineer,5,PhD,France,Gaming,Startup (<50),Hybrid,41,240,Notion AI,7,1.2,38,Integrating,3.4,66,37,3.4,Low,Low
EMP0519,AI Ethics Officer,5,Self-taught,Australia,Healthtech,Mid (200-1000),Hybrid,35,66,Cursor,3,5.0,63,AI-First,2.6,55,63,2.2,High,High
EMP0520,AI Ethics Officer,1,Master,Australia,Healthtech,Startup (<50),On-site,12,180,Claude,7,3.9,22,Integrating,2.2,54,46,3.3,Medium,Low
EMP0521,Data Scientist,17,Master,Australia,SaaS,Large (1000-5000),Hybrid,15,224,Claude,5,7.5,63,Integrating,2.0,66,68,2.1,Medium,Medium
EMP0522,AI Ethics Officer,19,PhD,Australia,Healthtech,Enterprise (5000+),Fully Remote,49,227,GitHub Copilot,6,1.4,31,Experimenting,7.4,76,38,4.0,Low,Low
EMP0523,Software Engineer,14,Master,France,Healthtech,Enterprise (5000+),On-site,48,179,Midjourney,6,2.1,20,Integrating,8.9,59,27,4.0,Medium,Low
EMP0524,Backend Engineer,12,Bachelor,Netherlands,E-commerce,Enterprise (5000+),Hybrid,16,48,ChatGPT,7,0.7,14,Experimenting,2.3,55,48,2.7,Medium,Medium
EMP0525,AI Researcher,10,PhD,France,E-commerce,Small (50-200),Fully Remote,36,131,Midjourney,6,3.8,26,Integrating,0.9,63,54,3.2,Medium,Medium
EMP0526,DevOps Engineer,18,Master,Australia,Healthtech,Startup (<50),Hybrid,8,116,ChatGPT,6,2.6,20,Optimizing,3.1,62,41,4.1,Low,Low
EMP0527,Backend Engineer,11,Bachelor,USA,Automotive,Large (1000-5000),Hybrid,30,123,GitHub Copilot,2,7.0,16,Experimenting,6.6,41,42,4.4,High,Medium
EMP0528,Data Analyst,2,Self-taught,India,Consulting,Small (50-200),On-site,45,116,Gemini,3,5.0,79,Integrating,3.7,50,59,2.1,High,Medium
